region,crop,crop_variety,season,soil_ph,soil_moisture_pct,nitrogen_N_mg_kg,phosphorus_P_mg_kg,potassium_K_mg_kg,rainfall_mm,temperature_c,farm_size_acres,yield_value,yield_unit,yield_category
Western,Tomato,Pectomech,Major,5.38,43.4,167.0,12.9,180.3,2055.3,22.3,1.18,2391.1,kg_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Minor,6.16,54.1,156.1,51.6,181.5,1157.7,27.2,1.24,13.84,bags_per_acre,Medium
Brong-Ahafo,Maize,Hybrid OPV,Major,5.78,61.3,135.1,33.0,240.1,1207.1,28.9,0.84,15.23,bags_per_acre,Medium
Ashanti,Maize,Local,Minor,6.1,22.6,36.9,38.9,170.6,1430.8,26.3,1.23,5.44,bags_per_acre,Low
Northern,Maize,Local,Minor,6.89,53.1,106.6,14.8,195.0,848.6,30.9,2.89,4.88,bags_per_acre,Low
Volta,Tomato,Pectomech,Minor,5.62,41.3,70.1,46.1,142.3,1187.6,28.0,2.93,2232.1,kg_per_acre,Low
Volta,Tomato,Pectomech,Minor,6.08,59.5,37.4,64.3,205.9,1232.4,28.2,0.89,2760.4,kg_per_acre,Medium
Brong-Ahafo,Maize,Local,Major,6.63,22.7,32.8,2.0,65.9,1497.1,27.2,4.2,3.2,bags_per_acre,Low
Western,Tomato,Pectomech,Minor,6.56,50.2,123.9,48.0,137.7,1926.3,26.2,3.73,3156.7,kg_per_acre,Medium
Western,Maize,Hybrid OPV,Major,5.53,62.1,5.0,57.0,131.6,1743.3,27.3,3.33,10.66,bags_per_acre,Low
Northern,Maize,Pioneer 30G19,Major,6.75,73.2,90.7,6.0,182.9,1003.5,29.5,0.67,9.67,bags_per_acre,Low
Volta,Tomato,Pectomech,Minor,6.88,54.3,120.5,59.5,129.7,1111.0,29.2,1.18,2669.0,kg_per_acre,Medium
Volta,Tomato,Local,Minor,6.12,41.1,36.5,39.6,155.5,1075.5,26.6,12.25,1348.6,kg_per_acre,Low
Volta,Maize,Hybrid OPV,Major,6.25,53.4,110.9,51.0,20.0,1027.0,27.7,4.72,10.71,bags_per_acre,Low
Brong-Ahafo,Maize,Local,Minor,5.99,55.9,121.7,23.6,94.7,1465.4,28.7,6.97,9.35,bags_per_acre,Low
Western,Maize,Hybrid OPV,Minor,5.88,52.4,61.3,51.2,159.2,1988.8,25.6,2.71,12.64,bags_per_acre,Medium
Ashanti,Maize,Hybrid OPV,Major,6.14,51.2,80.4,16.8,98.3,1536.0,27.3,6.63,11.57,bags_per_acre,Low
Western,Tomato,Pectomech,Minor,5.75,53.3,38.3,28.9,122.0,2139.2,23.9,4.78,2093.1,kg_per_acre,Low
Northern,Tomato,F1 Hybrid,Major,7.03,45.5,5.0,34.4,69.9,918.5,31.8,4.38,1964.1,kg_per_acre,Low
Northern,Tomato,Pectomech,Major,6.45,40.0,129.1,39.2,96.8,824.5,28.4,0.53,2302.2,kg_per_acre,Low
Western,Tomato,Local,Major,6.22,50.7,78.0,68.7,227.8,1940.8,27.3,1.1,2645.2,kg_per_acre,Medium
Brong-Ahafo,Maize,Hybrid OPV,Major,6.21,47.7,122.7,37.9,299.8,1267.9,24.6,0.5,14.4,bags_per_acre,Medium
Brong-Ahafo,Maize,Local,Minor,6.85,44.1,168.4,41.3,72.6,1259.0,26.6,6.73,9.46,bags_per_acre,Low
Eastern,Maize,Hybrid OPV,Major,6.31,30.9,158.8,13.9,178.4,1427.0,25.5,2.9,11.41,bags_per_acre,Low
Northern,Tomato,F1 Hybrid,Minor,6.59,40.5,72.7,80.2,197.6,693.7,25.9,0.92,2434.1,kg_per_acre,Low
Western,Tomato,Pectomech,Major,4.97,38.0,109.6,24.1,124.4,1919.0,28.9,1.43,1805.6,kg_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Major,5.62,51.5,5.0,61.4,116.3,1457.4,26.8,0.5,3140.3,kg_per_acre,Medium
Eastern,Maize,Local,Major,5.89,37.8,72.0,35.3,140.9,1146.5,28.0,4.63,9.85,bags_per_acre,Low
Volta,Tomato,Local,Major,6.22,40.6,86.1,37.3,86.7,1054.7,27.6,1.65,1665.2,kg_per_acre,Low
Ashanti,Maize,Hybrid OPV,Minor,6.52,46.9,53.0,24.7,169.1,1416.6,27.4,0.5,12.8,bags_per_acre,Medium
Western,Maize,Hybrid OPV,Major,5.88,23.7,92.1,52.3,103.8,2169.0,23.6,0.9,10.28,bags_per_acre,Low
Ashanti,Maize,Hybrid OPV,Minor,6.03,66.8,108.9,36.1,255.2,1473.1,25.9,2.47,15.94,bags_per_acre,Medium
Eastern,Tomato,F1 Hybrid,Major,5.92,70.3,105.7,52.5,21.2,1315.6,25.2,3.78,3424.5,kg_per_acre,Medium
Western,Maize,Local,Major,6.38,51.7,59.2,2.0,92.3,1664.2,26.0,0.76,7.05,bags_per_acre,Low
Volta,Tomato,Pectomech,Minor,5.45,49.0,60.7,16.5,192.4,1272.7,30.5,10.02,1859.1,kg_per_acre,Low
Western,Tomato,F1 Hybrid,Major,6.65,50.1,116.9,49.9,95.5,1348.2,26.3,0.99,4853.4,kg_per_acre,Medium
Northern,Tomato,Pectomech,Minor,6.15,31.6,180.3,79.9,92.4,1077.6,30.4,8.17,1932.1,kg_per_acre,Low
Northern,Tomato,Pectomech,Major,6.28,39.4,75.9,39.8,134.6,959.1,30.8,0.5,2342.9,kg_per_acre,Low
Western,Maize,Hybrid OPV,Minor,5.07,51.9,70.9,12.5,238.7,1561.6,25.8,0.5,8.75,bags_per_acre,Low
Northern,Maize,Pioneer 30G19,Minor,6.84,37.2,141.4,25.8,134.6,868.0,30.3,3.12,10.17,bags_per_acre,Low
Eastern,Tomato,F1 Hybrid,Major,5.84,47.8,73.2,28.0,152.0,1691.0,24.4,1.57,4367.4,kg_per_acre,Medium
Ashanti,Maize,Pioneer 30G19,Minor,6.62,54.0,104.5,41.8,20.0,1366.4,26.1,0.51,16.02,bags_per_acre,Medium
Western,Tomato,F1 Hybrid,Major,5.42,41.0,32.1,25.7,189.6,1794.5,26.7,0.5,3625.8,kg_per_acre,Medium
Brong-Ahafo,Tomato,Pectomech,Minor,6.87,37.4,40.3,35.8,112.6,1296.2,28.5,8.25,2083.5,kg_per_acre,Low
Eastern,Maize,Hybrid OPV,Major,6.57,65.0,129.7,54.2,101.7,1143.6,26.4,1.0,15.46,bags_per_acre,Medium
Ashanti,Maize,Pioneer 30G19,Major,6.44,50.8,82.8,98.9,146.4,1264.7,25.9,3.74,21.49,bags_per_acre,Medium
Northern,Maize,Local,Major,7.01,39.0,96.2,24.6,197.1,805.3,29.0,1.86,6.62,bags_per_acre,Low
Western,Maize,Pioneer 30G19,Major,5.63,63.3,7.4,50.1,143.1,1580.9,23.7,1.5,13.56,bags_per_acre,Medium
Eastern,Tomato,Pectomech,Major,6.54,51.5,105.8,22.6,120.9,1373.7,25.9,2.56,2766.4,kg_per_acre,Medium
Brong-Ahafo,Tomato,Pectomech,Major,6.43,46.2,97.6,37.1,117.7,1166.3,30.6,1.64,3081.4,kg_per_acre,Medium
Western,Maize,Hybrid OPV,Minor,4.61,41.9,82.7,13.0,20.0,1778.5,24.6,8.14,5.41,bags_per_acre,Low
Eastern,Tomato,F1 Hybrid,Major,6.12,45.9,134.2,51.7,116.5,974.0,27.0,2.45,4011.9,kg_per_acre,Medium
Northern,Tomato,Local,Minor,6.99,55.8,106.6,13.2,88.7,1025.4,30.8,4.45,1260.9,kg_per_acre,Low
Northern,Tomato,F1 Hybrid,Major,6.95,37.6,125.7,30.2,20.0,940.2,28.2,0.5,2049.6,kg_per_acre,Low
Volta,Maize,Local,Minor,6.46,54.9,98.6,16.5,113.8,1124.3,27.8,3.92,7.26,bags_per_acre,Low
Ashanti,Maize,Hybrid OPV,Major,5.23,65.7,110.0,80.8,72.6,1362.4,26.3,0.54,14.06,bags_per_acre,Medium
Eastern,Tomato,Pectomech,Major,5.86,59.4,43.5,42.0,178.9,1215.0,29.9,1.02,2684.9,kg_per_acre,Medium
Volta,Maize,Hybrid OPV,Minor,5.67,48.5,92.5,33.3,203.8,1048.8,26.4,0.72,10.18,bags_per_acre,Low
Western,Tomato,F1 Hybrid,Minor,5.3,48.0,133.1,34.6,111.6,1924.4,26.2,2.14,3523.7,kg_per_acre,Medium
Eastern,Tomato,Pectomech,Major,6.0,39.7,177.8,54.5,130.2,1708.2,28.1,1.91,2982.2,kg_per_acre,Medium
Ashanti,Maize,Local,Major,5.6,47.4,14.3,39.3,130.1,1252.9,27.5,0.5,7.95,bags_per_acre,Low
Brong-Ahafo,Maize,Local,Minor,6.04,55.0,75.6,49.0,120.4,1545.3,29.3,7.37,7.99,bags_per_acre,Low
Western,Tomato,F1 Hybrid,Major,6.42,47.9,97.3,8.7,137.6,1909.6,26.6,4.57,4067.7,kg_per_acre,Medium
Western,Maize,Pioneer 30G19,Major,6.38,66.0,107.5,43.0,143.5,1708.3,25.9,2.11,21.37,bags_per_acre,Medium
Western,Maize,Pioneer 30G19,Minor,5.87,54.8,126.8,55.4,97.3,1664.4,24.2,1.44,19.44,bags_per_acre,Medium
Ashanti,Maize,Pioneer 30G19,Major,5.78,50.4,86.5,27.6,115.8,1687.8,27.3,0.5,16.87,bags_per_acre,Medium
Ashanti,Tomato,Pectomech,Minor,6.34,40.4,89.6,21.9,23.7,1278.4,27.5,0.5,1531.4,kg_per_acre,Low
Eastern,Maize,Hybrid OPV,Minor,5.15,35.7,72.9,20.5,128.5,1114.2,26.3,3.68,7.9,bags_per_acre,Low
Eastern,Tomato,Pectomech,Major,5.81,76.0,79.2,26.6,167.6,1352.8,29.2,0.65,2387.1,kg_per_acre,Low
Brong-Ahafo,Maize,Local,Minor,6.72,53.1,83.0,20.1,56.7,1409.3,28.0,6.78,6.64,bags_per_acre,Low
Eastern,Tomato,F1 Hybrid,Minor,5.57,44.2,9.0,51.0,247.2,1088.0,28.8,0.76,2867.1,kg_per_acre,Medium
Eastern,Tomato,Local,Major,5.87,46.6,142.8,33.5,41.0,1192.4,24.5,0.5,1776.2,kg_per_acre,Low
Eastern,Maize,Local,Major,5.16,33.7,119.8,10.4,173.2,1037.1,24.6,0.78,6.56,bags_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Minor,5.48,56.0,65.9,24.0,219.6,1152.6,28.1,1.24,10.69,bags_per_acre,Low
Eastern,Maize,Local,Major,6.61,35.0,114.2,23.8,227.8,1310.8,28.8,1.44,8.55,bags_per_acre,Low
Volta,Maize,Local,Minor,7.14,40.2,103.1,9.0,50.3,1125.9,28.4,0.97,5.71,bags_per_acre,Low
Brong-Ahafo,Maize,Pioneer 30G19,Major,6.92,66.4,103.4,64.1,153.3,1185.8,29.4,1.06,20.62,bags_per_acre,Medium
Ashanti,Maize,Pioneer 30G19,Minor,6.93,59.1,42.3,48.1,76.4,1541.7,28.2,2.62,13.1,bags_per_acre,Medium
Eastern,Tomato,Local,Minor,5.74,44.9,132.9,18.1,66.5,1378.2,29.3,1.23,1609.9,kg_per_acre,Low
Western,Maize,Hybrid OPV,Major,5.8,29.8,70.5,6.3,168.2,1957.6,23.2,1.74,9.77,bags_per_acre,Low
Western,Maize,Pioneer 30G19,Major,5.28,60.4,120.0,23.1,47.7,1797.3,25.5,0.5,14.65,bags_per_acre,Medium
Eastern,Maize,Hybrid OPV,Minor,5.55,34.0,41.6,58.0,89.2,1206.2,27.9,1.33,8.08,bags_per_acre,Low
Eastern,Maize,Pioneer 30G19,Major,6.14,57.6,105.4,36.0,65.8,1553.4,26.7,1.13,16.33,bags_per_acre,Medium
Northern,Maize,Hybrid OPV,Major,6.27,65.4,191.1,27.8,174.1,795.6,29.3,2.34,9.06,bags_per_acre,Low
Western,Tomato,Local,Major,5.1,47.3,115.8,15.3,119.5,1965.5,24.9,1.52,1365.9,kg_per_acre,Low
Volta,Tomato,Local,Major,6.91,69.9,62.6,20.9,81.7,1076.6,24.9,0.87,1755.1,kg_per_acre,Low
Western,Tomato,Local,Major,6.42,42.5,29.2,2.0,231.3,1824.5,24.9,2.03,1354.7,kg_per_acre,Low
Ashanti,Maize,Local,Major,6.61,39.0,62.6,32.0,91.3,1567.8,29.2,1.01,8.99,bags_per_acre,Low
Volta,Maize,Hybrid OPV,Minor,6.51,51.6,148.8,50.6,72.3,1014.5,28.1,0.82,9.75,bags_per_acre,Low
Northern,Tomato,F1 Hybrid,Major,6.62,31.1,151.4,34.1,157.8,942.9,30.1,0.9,2461.2,kg_per_acre,Low
Volta,Tomato,Pectomech,Major,6.41,51.2,66.9,46.8,167.6,1073.0,27.3,0.76,2603.5,kg_per_acre,Medium
Eastern,Tomato,Local,Major,5.19,36.3,61.6,45.8,207.0,1200.4,28.9,0.5,1384.2,kg_per_acre,Low
Volta,Tomato,F1 Hybrid,Major,6.04,64.0,84.1,47.1,173.7,1070.2,27.6,1.27,3910.0,kg_per_acre,Medium
Volta,Maize,Local,Major,6.72,59.9,180.1,60.7,137.5,1319.7,28.3,5.31,12.48,bags_per_acre,Medium
Northern,Maize,Local,Minor,7.66,39.6,84.2,6.2,187.5,1164.3,32.5,1.74,4.84,bags_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Minor,6.03,51.7,62.6,34.4,82.1,1196.7,29.4,0.53,11.23,bags_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Minor,6.43,26.7,77.4,30.2,162.1,1510.5,25.4,0.5,2496.5,kg_per_acre,Low
Western,Tomato,Local,Major,4.77,67.7,91.9,24.6,84.1,1748.4,26.8,0.61,1204.0,kg_per_acre,Low
Eastern,Tomato,Local,Major,5.63,29.5,72.0,44.9,132.0,1608.6,30.8,3.42,1402.0,kg_per_acre,Low
Western,Maize,Hybrid OPV,Major,5.84,27.7,53.4,2.0,70.0,1768.7,28.1,0.5,6.87,bags_per_acre,Low
Eastern,Tomato,F1 Hybrid,Major,5.76,70.4,37.4,36.5,120.6,1203.7,29.3,1.74,3535.8,kg_per_acre,Medium
Brong-Ahafo,Maize,Pioneer 30G19,Minor,6.14,54.0,77.6,31.6,42.8,1257.0,28.2,2.12,13.98,bags_per_acre,Medium
Brong-Ahafo,Maize,Pioneer 30G19,Minor,7.15,35.9,103.1,33.0,124.6,1329.6,29.7,2.98,14.44,bags_per_acre,Medium
Brong-Ahafo,Tomato,Pectomech,Major,6.65,52.9,108.6,9.0,206.5,1122.0,27.0,6.1,3015.7,kg_per_acre,Medium
Eastern,Maize,Local,Major,5.53,27.6,41.4,95.1,117.9,1606.0,26.5,1.86,6.76,bags_per_acre,Low
Northern,Maize,Hybrid OPV,Major,6.5,40.6,165.1,34.9,177.5,1030.0,32.1,2.15,9.01,bags_per_acre,Low
Eastern,Tomato,Pectomech,Minor,6.55,47.2,163.8,2.0,194.7,1124.8,25.2,0.81,2297.9,kg_per_acre,Low
Brong-Ahafo,Tomato,Local,Major,7.18,60.5,115.5,52.4,224.0,1393.6,27.9,3.3,2378.4,kg_per_acre,Low
Eastern,Tomato,F1 Hybrid,Major,5.53,60.1,101.6,34.7,81.3,1358.0,24.2,4.05,2821.6,kg_per_acre,Medium
Northern,Maize,Pioneer 30G19,Minor,6.35,35.0,64.6,52.6,61.1,1148.2,29.6,3.99,7.67,bags_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Minor,5.8,38.2,154.6,28.6,196.9,1673.8,28.0,1.59,15.79,bags_per_acre,Medium
Northern,Maize,Hybrid OPV,Minor,7.24,31.9,151.3,42.3,145.6,1040.9,28.6,0.65,7.77,bags_per_acre,Low
Western,Tomato,Pectomech,Major,4.39,42.8,82.1,61.0,177.7,1850.0,24.5,6.0,1170.0,kg_per_acre,Low
Eastern,Tomato,Local,Major,5.12,48.2,155.5,65.6,136.4,1262.8,29.6,4.39,1614.6,kg_per_acre,Low
Western,Tomato,Local,Minor,5.84,61.9,123.3,47.0,182.7,2153.2,27.4,4.31,2215.2,kg_per_acre,Low
Northern,Tomato,Local,Major,5.97,65.0,208.1,44.8,111.5,615.6,30.5,3.68,1243.6,kg_per_acre,Low
Northern,Tomato,Pectomech,Minor,7.27,60.5,23.4,40.9,173.1,859.5,29.7,1.16,1613.8,kg_per_acre,Low
Volta,Maize,Pioneer 30G19,Major,6.44,76.5,196.5,20.2,29.9,1186.7,30.2,1.56,13.8,bags_per_acre,Medium
Ashanti,Maize,Hybrid OPV,Minor,6.31,36.7,79.7,2.0,152.0,1516.5,25.8,1.06,9.78,bags_per_acre,Low
Eastern,Tomato,Pectomech,Minor,5.31,32.0,104.9,48.5,173.4,1488.9,26.6,4.07,1830.0,kg_per_acre,Low
Eastern,Maize,Hybrid OPV,Minor,5.78,34.8,132.2,57.2,74.1,1489.1,25.1,7.23,12.05,bags_per_acre,Medium
Ashanti,Tomato,F1 Hybrid,Major,5.59,42.9,49.5,49.0,46.1,1511.2,28.1,3.76,3307.8,kg_per_acre,Medium
Ashanti,Maize,Local,Major,6.42,70.3,138.6,33.2,149.9,1633.8,26.0,0.5,11.5,bags_per_acre,Low
Brong-Ahafo,Tomato,Local,Major,5.96,30.2,97.7,52.9,119.5,1285.9,25.6,2.41,1682.5,kg_per_acre,Low
Brong-Ahafo,Tomato,Pectomech,Major,6.08,35.6,81.0,18.6,195.3,1214.7,26.2,4.06,2020.1,kg_per_acre,Low
Northern,Maize,Pioneer 30G19,Major,6.11,61.4,87.7,2.0,192.1,513.9,26.5,0.5,5.58,bags_per_acre,Low
Western,Maize,Hybrid OPV,Major,5.0,72.0,151.9,41.4,197.2,1829.5,25.7,0.68,11.53,bags_per_acre,Low
Western,Maize,Hybrid OPV,Minor,5.14,61.9,121.9,38.5,60.2,2193.1,25.2,9.91,9.92,bags_per_acre,Low
Northern,Maize,Hybrid OPV,Major,7.34,58.4,95.2,39.3,108.6,1179.5,28.3,5.38,9.12,bags_per_acre,Low
Volta,Maize,Pioneer 30G19,Minor,5.6,39.7,137.2,16.5,148.8,1292.1,26.0,0.5,12.19,bags_per_acre,Medium
Volta,Maize,Local,Major,6.38,49.1,163.9,8.9,89.7,1535.6,28.8,0.5,6.29,bags_per_acre,Low
Ashanti,Tomato,Local,Minor,6.45,48.2,77.8,49.7,167.2,1432.9,26.5,1.51,2119.3,kg_per_acre,Low
Brong-Ahafo,Maize,Hybrid OPV,Major,5.91,30.2,73.8,16.1,154.8,1011.0,27.1,0.5,10.47,bags_per_acre,Low
Volta,Tomato,F1 Hybrid,Major,5.69,56.5,125.3,46.1,99.1,1230.1,28.0,8.59,3032.4,kg_per_acre,Medium
Northern,Maize,Hybrid OPV,Major,5.92,47.9,213.9,3.6,104.1,702.2,29.7,0.92,5.41,bags_per_acre,Low
Volta,Maize,Local,Minor,5.89,56.7,110.5,46.8,151.9,1190.0,27.9,1.47,8.03,bags_per_acre,Low
Eastern,Tomato,Pectomech,Major,6.24,32.1,71.4,30.1,286.8,1338.0,24.0,2.23,1953.4,kg_per_acre,Low
Ashanti,Tomato,Local,Minor,6.33,60.7,113.1,32.4,207.4,1312.9,27.9,5.96,2061.2,kg_per_acre,Low
Volta,Tomato,Local,Major,6.75,80.7,30.3,2.0,239.5,993.5,25.3,0.85,1019.4,kg_per_acre,Low
Brong-Ahafo,Tomato,Pectomech,Minor,6.85,53.3,5.0,76.4,103.7,1590.2,27.8,0.5,1825.3,kg_per_acre,Low
Volta,Maize,Pioneer 30G19,Minor,5.73,73.4,80.3,2.0,108.6,1189.4,27.9,0.5,8.13,bags_per_acre,Low
Western,Tomato,F1 Hybrid,Major,5.99,60.6,145.9,58.8,100.2,1777.6,26.8,1.6,5494.6,kg_per_acre,High
Eastern,Tomato,Local,Minor,5.41,58.6,109.9,33.5,117.9,1461.3,25.6,0.5,1540.2,kg_per_acre,Low
Western,Maize,Local,Major,6.17,26.8,116.3,32.2,213.2,1551.1,25.0,0.5,8.91,bags_per_acre,Low
Volta,Tomato,F1 Hybrid,Minor,5.88,58.8,139.9,12.8,109.5,856.4,28.0,7.44,2814.3,kg_per_acre,Medium
Eastern,Tomato,Local,Major,6.02,45.0,105.7,67.4,141.1,1050.1,21.7,1.54,2321.1,kg_per_acre,Low
Northern,Tomato,Pectomech,Major,7.04,57.1,44.9,63.3,234.1,661.3,31.3,0.9,1926.4,kg_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Major,5.77,49.7,87.0,26.0,140.7,1263.5,24.8,4.97,4143.3,kg_per_acre,Medium
Northern,Maize,Pioneer 30G19,Major,6.38,49.8,58.7,37.9,189.2,944.0,27.8,0.5,11.31,bags_per_acre,Low
Brong-Ahafo,Tomato,F1 Hybrid,Major,5.79,32.9,88.3,69.3,134.5,1146.9,28.3,1.73,3205.6,kg_per_acre,Medium
Volta,Maize,Pioneer 30G19,Major,5.63,37.8,96.3,22.8,248.7,936.1,29.9,3.48,15.27,bags_per_acre,Medium
Northern,Tomato,Pectomech,Major,7.33,18.6,51.9,28.6,212.4,999.1,27.0,2.42,1189.3,kg_per_acre,Low
Eastern,Maize,Pioneer 30G19,Minor,6.25,48.3,82.6,2.0,212.1,1330.1,24.6,0.5,11.63,bags_per_acre,Low
Northern,Tomato,Local,Major,6.94,61.5,138.7,28.0,31.1,909.8,28.0,0.5,1288.9,kg_per_acre,Low
Western,Maize,Hybrid OPV,Major,5.56,40.6,59.6,27.1,151.0,1511.3,25.2,2.56,13.57,bags_per_acre,Medium
Volta,Tomato,Local,Major,5.16,56.9,61.4,56.0,88.1,1151.0,28.0,4.77,1146.0,kg_per_acre,Low
Eastern,Maize,Pioneer 30G19,Major,5.97,51.9,109.5,19.0,177.4,1360.1,26.5,0.5,16.12,bags_per_acre,Medium
Eastern,Tomato,F1 Hybrid,Minor,5.24,36.5,135.2,69.7,135.0,1324.5,28.1,2.25,2622.1,kg_per_acre,Medium
Northern,Tomato,Pectomech,Minor,5.76,71.1,141.1,18.3,75.6,811.9,30.3,1.72,1845.7,kg_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Minor,6.02,76.1,89.2,40.8,65.2,1360.5,27.4,3.2,3070.5,kg_per_acre,Medium
Northern,Tomato,Pectomech,Major,5.81,56.7,114.2,17.6,128.4,809.2,29.2,3.46,1909.2,kg_per_acre,Low
Northern,Maize,Local,Major,6.98,28.9,139.1,22.3,63.0,997.3,30.0,1.5,4.75,bags_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Minor,5.77,28.1,110.5,24.3,65.7,883.0,26.5,1.44,13.22,bags_per_acre,Medium
Northern,Maize,Pioneer 30G19,Major,6.58,43.7,145.3,58.8,195.0,830.7,28.1,3.99,12.48,bags_per_acre,Medium
Northern,Tomato,Pectomech,Minor,6.46,57.2,67.2,25.4,105.2,832.9,29.5,1.96,1870.7,kg_per_acre,Low
Brong-Ahafo,Tomato,Pectomech,Minor,6.02,63.1,88.4,20.5,181.0,1041.2,27.3,5.45,2511.2,kg_per_acre,Medium
Volta,Tomato,F1 Hybrid,Major,5.8,43.2,82.8,30.2,211.8,1206.3,27.3,0.5,4043.2,kg_per_acre,Medium
Eastern,Tomato,F1 Hybrid,Minor,6.47,63.5,123.4,44.5,150.1,1053.4,27.4,1.45,3839.6,kg_per_acre,Medium
Western,Maize,Hybrid OPV,Minor,5.51,58.9,24.9,56.2,35.3,1975.6,25.7,0.52,7.96,bags_per_acre,Low
Northern,Tomato,Pectomech,Major,7.78,40.8,42.8,37.6,251.5,632.5,29.3,9.79,1474.5,kg_per_acre,Low
Eastern,Maize,Pioneer 30G19,Major,5.3,27.8,98.3,26.1,169.8,1382.4,29.5,0.9,12.01,bags_per_acre,Medium
Ashanti,Maize,Pioneer 30G19,Major,4.93,95.0,132.2,39.5,127.0,1451.4,27.3,2.13,10.87,bags_per_acre,Low
Brong-Ahafo,Maize,Local,Minor,6.21,43.9,41.0,43.7,175.9,984.2,28.9,1.05,7.9,bags_per_acre,Low
Western,Maize,Hybrid OPV,Minor,6.38,68.9,12.1,54.6,85.4,1988.5,25.7,4.57,8.52,bags_per_acre,Low
Volta,Maize,Pioneer 30G19,Major,5.56,45.7,177.2,36.0,135.0,1313.8,26.1,4.39,17.22,bags_per_acre,Medium
Northern,Tomato,F1 Hybrid,Minor,6.25,69.8,37.5,44.3,170.1,880.1,30.8,5.81,2695.7,kg_per_acre,Medium
Ashanti,Maize,Pioneer 30G19,Major,6.1,53.0,47.8,56.2,141.2,1348.8,25.8,1.12,17.75,bags_per_acre,Medium
Volta,Tomato,Pectomech,Minor,5.71,38.8,109.1,44.8,278.2,1075.9,27.0,0.5,2364.8,kg_per_acre,Low
Ashanti,Tomato,F1 Hybrid,Minor,6.18,48.2,144.8,63.6,210.5,1298.9,29.5,1.4,4345.2,kg_per_acre,Medium
Western,Tomato,F1 Hybrid,Minor,5.85,46.3,64.8,67.7,87.1,1961.8,25.0,1.16,3693.0,kg_per_acre,Medium
Ashanti,Tomato,Local,Major,5.87,24.5,72.7,50.9,113.6,1355.7,28.0,1.59,1372.4,kg_per_acre,Low
Ashanti,Maize,Pioneer 30G19,Minor,6.19,89.4,89.8,51.8,134.5,1382.2,27.9,5.06,13.12,bags_per_acre,Medium
Ashanti,Maize,Local,Major,5.41,68.7,118.6,49.4,154.1,1403.5,27.5,0.5,11.63,bags_per_acre,Low
Western,Tomato,F1 Hybrid,Major,6.57,89.1,100.6,14.0,111.9,1770.1,26.0,5.24,3615.8,kg_per_acre,Medium
Volta,Tomato,Pectomech,Major,6.36,53.2,68.0,53.5,20.0,1090.0,25.2,0.6,1988.9,kg_per_acre,Low
Brong-Ahafo,Tomato,Local,Minor,6.64,66.1,166.2,23.8,119.7,1064.8,27.1,10.57,1878.9,kg_per_acre,Low
Northern,Maize,Pioneer 30G19,Major,6.84,36.2,103.0,53.9,166.7,835.6,28.9,2.04,10.05,bags_per_acre,Low
Northern,Maize,Pioneer 30G19,Major,5.47,44.9,74.7,40.2,142.9,956.0,29.3,0.5,10.38,bags_per_acre,Low
Eastern,Tomato,F1 Hybrid,Minor,5.63,66.5,101.6,5.1,152.2,1157.3,26.1,0.5,2848.1,kg_per_acre,Medium
Northern,Maize,Pioneer 30G19,Minor,6.31,64.8,151.1,57.2,96.7,975.3,28.8,1.13,10.01,bags_per_acre,Low
Eastern,Tomato,Pectomech,Major,5.49,36.9,92.0,39.1,129.7,838.7,27.4,1.11,2799.9,kg_per_acre,Medium
Brong-Ahafo,Maize,Pioneer 30G19,Major,6.92,45.5,69.2,42.5,192.9,1218.1,27.3,1.94,16.53,bags_per_acre,Medium
Northern,Maize,Pioneer 30G19,Minor,6.74,65.5,78.9,38.0,135.4,780.2,30.2,1.48,9.17,bags_per_acre,Low
Volta,Tomato,Pectomech,Minor,6.37,67.3,5.0,41.6,176.3,1363.5,25.6,1.4,1913.9,kg_per_acre,Low
Northern,Tomato,Local,Major,7.14,38.8,183.6,17.2,65.8,859.3,31.1,0.5,1248.5,kg_per_acre,Low
Western,Tomato,Pectomech,Minor,6.0,50.1,87.3,29.7,113.4,1916.8,24.4,2.37,2622.5,kg_per_acre,Medium
Northern,Maize,Hybrid OPV,Minor,5.88,63.6,111.9,30.4,117.6,1029.2,30.8,2.19,7.53,bags_per_acre,Low
Volta,Tomato,Local,Major,6.2,55.1,76.5,10.0,155.1,1044.0,26.7,2.86,1692.8,kg_per_acre,Low
Western,Maize,Pioneer 30G19,Major,6.16,35.0,40.3,28.5,164.3,2198.3,26.8,0.5,14.28,bags_per_acre,Medium
Ashanti,Maize,Local,Major,5.71,44.1,67.1,16.5,20.0,1571.1,27.7,0.5,6.33,bags_per_acre,Low
Volta,Maize,Hybrid OPV,Minor,6.05,37.8,162.5,5.7,152.7,1158.4,29.5,7.44,10.11,bags_per_acre,Low
Western,Maize,Pioneer 30G19,Minor,5.29,42.4,118.0,22.4,123.5,1803.3,22.9,0.5,12.6,bags_per_acre,Medium
